,name,type,desc,race,archetype,image_url,views
6550,Majespecter Sonics,Spell Card,"Target 1 ""Majespecter"" monster you control; until the end of this turn, its ATK and DEF become double its current ATK and DEF, also any battle damage it inflicts to your opponent is halved.",Quick-Play,Majespecter,https://images.ygoprodeck.com/images/cards/13611090.jpg,18996
6551,Majespecter Storm,Spell Card,"Tribute 1 WIND Spellcaster-Type monster, then target 1 monster your opponent controls; shuffle it into the Deck.",Normal,Majespecter,https://images.ygoprodeck.com/images/cards/13972452.jpg,17973
6558,Majestic Absorption,Spell Card,"Target 1 ""Stardust Dragon"", or 1 Synchro Monster that lists ""Stardust Dragon"" in its text, that you control, then activate 1 of these effects;
● Equip 1 face-up monster your opponent controls to that target.
● It can attack directly this turn.
● This turn, each time it destroys an opponent's monster by battle, inflict damage to your opponent equal to the destroyed monster's original ATK.
You can only activate 1 ""Majestic Absorption"" per turn.",Normal,Majestic,https://images.ygoprodeck.com/images/cards/63144961.jpg,15752
6569,Majesty with Eyes of Blue,Spell Card,"Send 1 ""Blue-Eyes"" monster from your hand or Deck to the GY, then target 1 face-up monster on the field; it cannot attack while it is face-up on the field. You can only activate 1 ""Majesty with Eyes of Blue"" per turn.",Quick-Play,Blue-Eyes,https://images.ygoprodeck.com/images/cards/2783661.jpg,91938
6571,Majesty's Pegasus,Spell Card,"All ""Majespecter"" monsters on the field gain 300 ATK and DEF. You can Tribute 1 WIND Spellcaster-Type monster; Special Summon 1 Level 4 or lower ""Majespecter"" monster from your Deck. You can only use this effect of ""Majesty's Pegasus"" once per turn.",Field,Majespecter,https://images.ygoprodeck.com/images/cards/76473843.jpg,26223
6577,"Makiu, the Magical Mist",Spell Card,"Target 1 ""Summoned Skull"", or 1 Thunder monster, in your Monster Zone; destroy all monsters your opponent controls with DEF less than or equal to the ATK of that monster. You cannot conduct your Battle Phase the turn you activate this card.",Normal,,https://images.ygoprodeck.com/images/cards/27827272.jpg,29118
6583,Malefic Divide,Spell Card,"Target 1 ""Malefic"" monster in your GY; Special Summon it, ignoring its Summoning conditions, but its effects are negated, also banish it during the End Phase.",Quick-Play,Malefic,https://images.ygoprodeck.com/images/cards/81384993.jpg,41161
6590,Malefic Selector,Spell Card,"Banish 2 ""Malefic"" cards from your GY; add 2 ""Malefic"" cards from your Deck to your hand, except ""Malefic Selector"", with different names from each other and from the banished cards. You can only activate 1 ""Malefic Selector"" per turn.",Normal,Malefic,https://images.ygoprodeck.com/images/cards/18378992.jpg,59469
6592,Malefic Territory,Spell Card,"When this card is activated: You can activate 1 ""Malefic World"" from your Deck. While that card is in the Field Zone, neither player can target a card(s) in the Field Zone with card effects. The ""Malefic"" monster effect, ""There can only be 1 face-up ""Malefic"" monster on the field"" becomes ""There can only be 1 face-up ""Malefic"" monster on the field with the same name"". During the Battle Phase, negate the effects of face-up ""Malefic"" monsters on the field.",Continuous,Malefic,https://images.ygoprodeck.com/images/cards/75223115.jpg,68900
6595,Malefic World,Spell Card,"While this card is face-up on the field, you can activate this effect instead of conducting a normal draw during your Draw Phase. Choose 3 ""Malefic"" cards from your Deck and have your opponent pick 1 of them at random to add to your hand. Shuffle the rest back into your Deck.",Field,Malefic,https://images.ygoprodeck.com/images/cards/27564031.jpg,71134
6598,Malevolent Nuzzler,Spell Card,The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard: You can pay 500 LP; place this card on the top of your Deck.,Equip,,https://images.ygoprodeck.com/images/cards/99597615.jpg,163638
6601,Malice Dispersion,Spell Card,Discard 1 card from your hand. Destroy all face-up Continuous Trap Cards.,Quick-Play,,https://images.ygoprodeck.com/images/cards/13626450.jpg,26628
6619,Manadome Abscission,Spell Card,"Target 1 monster you control; destroy it, and if you do, add 1 ""Primal Planet Kalarium"" from your Deck to your hand, or, if you control ""Primal Planet Kalarium"", you can add 1 ""Manadome"" Spell/Trap to your hand instead, except ""Manadome Abscission"". You can banish this card from your GY; Special Summon 1 ""Visas Starfrost"" or 1 monster with 1500 ATK/2100 DEF from your hand. You can only use each effect of ""Manadome Abscission"" once per turn.",Normal,Manadome,https://images.ygoprodeck.com/images/cards/45065541.jpg,0
6622,Manadome Imagining,Spell Card,"Reveal 1 ""Manadome"" monster or 1 ""Visas Starfrost"" in your hand; draw 2 cards, then place 1 card from your hand on the bottom of the Deck. You can banish this card from your GY, then target 1 monster you control with 1500 ATK/2100 DEF; it is treated as a Tuner until the end of this turn. You can only use each effect of ""Manadome Imagining"" once per turn.",Normal,Manadome,https://images.ygoprodeck.com/images/cards/19671433.jpg,0
6636,March Towards Ragnarok,Spell Card,"Target 1 ""Aesir"" monster you control; until the end of this turn, its effects are negated, also that face-up monster is unaffected by the effects of other Spells/Traps.",Quick-Play,Aesir,https://images.ygoprodeck.com/images/cards/28643791.jpg,18599
6637,March of the Dark Brigade,Spell Card,"Target 1 ""Lightsworn"" monster in your GY that has a Level; add it to your hand, then banish a number of cards from the top of your Deck equal to the original Level of that monster in your hand. You can only activate 1 ""March of the Dark Brigade"" per turn.",Normal,Lightsworn,https://images.ygoprodeck.com/images/cards/24037702.jpg,21273
6638,March of the Monarchs,Spell Card,"Tribute Summoned monsters you control cannot be targeted by, or destroyed by, card effects. You cannot Special Summon monsters from the Extra Deck.",Continuous,Monarch,https://images.ygoprodeck.com/images/cards/19870120.jpg,204704
6641,Margin Trading,Spell Card,"Your opponent can discard 1 card to negate this effect, otherwise both players look at their opponent's Deck and choose 1 card, then add the card from their own Deck chosen by their opponent to their hand. You can only activate 1 ""Margin Trading"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/62632427.jpg,5525
6646,Marincess Battle Ocean,Spell Card,"All ""Marincess"" monsters you control gain 200 ATK, also each one gains 600 ATK for each ""Marincess"" card equipped to it. Monsters you control in the Extra Monster Zone that were Link Summoned using ""Marincess Crystal Heart"" as material are unaffected by your opponent's card effects. When you Link Summon a ""Marincess"" monster to the Extra Monster Zone (except during the Damage Step): You can equip up to 3 ""Marincess"" Link Monsters with different names from your GY to that Link Summoned monster.",Field,Marincess,https://images.ygoprodeck.com/images/cards/91027843.jpg,97007
6657,Marincess Dive,Spell Card,"Activate 1 of these effects, but you cannot Special Summon monsters for the rest of this turn after this card resolves, except WATER monsters.
● Target 1 non-Link ""Marincess"" monster in your GY; Special Summon it.
● If ""Marincess Battle Ocean"" is in your Field Zone: Special Summon 1 ""Marincess"" monster from your Deck.
You can only activate 1 ""Marincess Dive"" per turn.",Normal,Marincess,https://images.ygoprodeck.com/images/cards/57329501.jpg,54787
6672,Mark of the Rose,Spell Card,"Activate this card by banishing 1 Plant monster from your GY, then target 1 face-up monster your opponent controls; equip this card to it. Take control of the equipped monster. Once per turn, during your End Phase: Negate this card's effect until your next Standby Phase.",Equip,Rose Dragon,https://images.ygoprodeck.com/images/cards/45247637.jpg,64143
6677,Marshmallon Glasses,Spell Card,"While ""Marshmallon"" is in your Monster Zone, your opponent cannot target monsters other than ""Marshmallon"" for attacks.",Continuous,,https://images.ygoprodeck.com/images/cards/66865880.jpg,36888
6681,Mask Change,Spell Card,"Target 1 ""HERO"" monster you control; send it to the GY, also, after that, if it left the field by this effect, Special Summon 1 ""Masked HERO"" monster from your Extra Deck with the same Attribute that the sent monster had when it was on the field (its original Attribute, if face-down).",Quick-Play,Masked HERO,https://images.ygoprodeck.com/images/cards/21143940.jpg,587367
6682,Mask Change II,Spell Card,"Discard 1 card, then target 1 face-up monster you control that has a Level; send it to the Graveyard, also, after that, if it left the field by this effect, Special Summon from your Extra Deck, 1 ""Masked HERO"" monster with the same Attribute, but a higher Level than, the Attribute/Level the monster had when it was on the field (its original Attribute/Level, if face-down. This Special Summon is treated as a Special Summon with ""Mask Change""). You can only activate 1 ""Mask Change II"" per turn.",Quick-Play,Masked HERO,https://images.ygoprodeck.com/images/cards/93600443.jpg,177243
6683,Mask Charge,Spell Card,"Target 1 ""HERO"" monster and 1 ""Change"" Quick-Play Spell Card in your Graveyard; add them to your hand.",Normal,,https://images.ygoprodeck.com/images/cards/87819421.jpg,63973
6684,Mask of Brutality,Spell Card,"The equipped monster gains 1000 ATK and loses 1000 DEF. During each of your Standby Phases, pay 1000 LP or destroy this card.",Equip,Mask,https://images.ygoprodeck.com/images/cards/82432018.jpg,77672
6686,Mask of Dispel,Spell Card,"Select 1 face-up Spell Card on the field. The controller of the Spell Card takes 500 points of damage during each of your Standby Phases. When the selected card is removed from the field, destroy this card.",Continuous,Mask,https://images.ygoprodeck.com/images/cards/20765952.jpg,41086
6689,Mask of the Accursed,Spell Card,"The equipped monster cannot attack. Once per turn, during your Standby Phase: Inflict 500 damage to the controller of the equipped monster.",Equip,Mask,https://images.ygoprodeck.com/images/cards/56948373.jpg,101057
6707,Mass Driver,Spell Card,Tribute 1 monster on your side of the field to inflict 400 points of damage to your opponent's Life Points.,Continuous,,https://images.ygoprodeck.com/images/cards/34906152.jpg,60312
6728,Materiactor Annulus,Spell Card,"Detach 1 Xyz Material from a monster you control, then if the detached material was sent to your GY, you can Set that card to your field. You can only activate 1 ""Materiactor Annulus"" per turn.",Normal,Materiactor,https://images.ygoprodeck.com/images/cards/17008760.jpg,1393
6733,Mathmech Billionblade Nayuta,Spell Card,"Equip only to a Cyberse monster. If the equipped monster battles an opponent's monster, during damage calculation: You can send 1 ""Mathmech"" monster from your Deck to the GY; the equipped monster gains ATK equal to the sent monster's ATK, until the end of this turn (even if this card leaves the field). If this card is sent from the Spell & Trap Zone to the GY: You can target 1 ""Mathmech"" card in your GY, except ""Mathmech Billionblade Nayuta""; add it to your hand. You can only use each effect of ""Mathmech Billionblade Nayuta"" once per turn.",Equip,Mathmech,https://images.ygoprodeck.com/images/cards/41410651.jpg,59435
