,type,atk,def,level,scale,linkval,views,image_url
7269,Effect Monster,1400.0,1400.0,4.0,,,23728,https://images.ygoprodeck.com/images/cards/55424270.jpg
7270,Pendulum Effect Monster,1200.0,1600.0,4.0,4.0,,96027,https://images.ygoprodeck.com/images/cards/28570310.jpg
7271,Pendulum Effect Monster,0.0,1400.0,1.0,4.0,,124466,https://images.ygoprodeck.com/images/cards/91182675.jpg
7272,Pendulum Effect Monster,2400.0,1400.0,6.0,4.0,,424964,https://images.ygoprodeck.com/images/cards/27354732.jpg
7273,Pendulum Effect Monster,2800.0,2800.0,8.0,4.0,,403425,https://images.ygoprodeck.com/images/cards/53842431.jpg
7274,Pendulum Effect Monster,1500.0,1500.0,4.0,4.0,,21843,https://images.ygoprodeck.com/images/cards/54965929.jpg
7278,Effect Monster,3000.0,1000.0,8.0,,,47268,https://images.ygoprodeck.com/images/cards/7574904.jpg
7279,Effect Monster,2400.0,2400.0,8.0,,,51471,https://images.ygoprodeck.com/images/cards/34695290.jpg
7286,Effect Monster,500.0,500.0,4.0,,,17950,https://images.ygoprodeck.com/images/cards/43709490.jpg
7287,Effect Monster,0.0,500.0,2.0,,,53449,https://images.ygoprodeck.com/images/cards/62201847.jpg
7288,Effect Monster,2700.0,2900.0,8.0,,,33620,https://images.ygoprodeck.com/images/cards/61089209.jpg
7289,Effect Monster,0.0,0.0,1.0,,,20655,https://images.ygoprodeck.com/images/cards/26561172.jpg
7290,Effect Monster,500.0,0.0,3.0,,,56202,https://images.ygoprodeck.com/images/cards/8200556.jpg
7291,Fusion Monster,2500.0,2000.0,9.0,,,48145,https://images.ygoprodeck.com/images/cards/79194594.jpg
7292,Fusion Monster,3500.0,3000.0,10.0,,,42616,https://images.ygoprodeck.com/images/cards/6182103.jpg
7293,XYZ Monster,1700.0,2700.0,5.0,,,28993,https://images.ygoprodeck.com/images/cards/34876719.jpg
7297,Flip Effect Monster,1000.0,1800.0,4.0,,,369320,https://images.ygoprodeck.com/images/cards/97518132.jpg
7299,Effect Monster,3100.0,200.0,9.0,,,57557,https://images.ygoprodeck.com/images/cards/2881864.jpg
7301,Effect Monster,1600.0,1800.0,4.0,,,27178,https://images.ygoprodeck.com/images/cards/70948327.jpg
7306,Effect Monster,400.0,200.0,2.0,,,33558,https://images.ygoprodeck.com/images/cards/99150062.jpg
7307,Effect Monster,2000.0,2000.0,5.0,,,40587,https://images.ygoprodeck.com/images/cards/20174189.jpg
7308,Synchro Monster,2500.0,1800.0,6.0,,,162757,https://images.ygoprodeck.com/images/cards/2956282.jpg
7309,Effect Monster,100.0,1200.0,2.0,,,25696,https://images.ygoprodeck.com/images/cards/44789585.jpg
7310,Synchro Monster,2200.0,1700.0,5.0,,,471628,https://images.ygoprodeck.com/images/cards/33198837.jpg
7311,Effect Monster,400.0,1800.0,4.0,,,8477,https://images.ygoprodeck.com/images/cards/27762803.jpg
7313,Tuner Monster,500.0,1200.0,3.0,,,28759,https://images.ygoprodeck.com/images/cards/42110434.jpg
7314,Tuner Monster,1400.0,700.0,4.0,,,16362,https://images.ygoprodeck.com/images/cards/29942771.jpg
7315,Tuner Monster,200.0,200.0,1.0,,,35959,https://images.ygoprodeck.com/images/cards/60668166.jpg
7316,Effect Monster,1500.0,1000.0,4.0,,,28660,https://images.ygoprodeck.com/images/cards/33866130.jpg
7317,Tuner Monster,1000.0,700.0,2.0,,,27082,https://images.ygoprodeck.com/images/cards/98437424.jpg
7318,Effect Monster,1200.0,400.0,4.0,,,19111,https://images.ygoprodeck.com/images/cards/70083723.jpg
7319,Effect Monster,1000.0,700.0,2.0,,,9026,https://images.ygoprodeck.com/images/cards/37349495.jpg
7320,Fusion Monster,2800.0,2400.0,10.0,,,156308,https://images.ygoprodeck.com/images/cards/99916754.jpg
7322,Effect Monster,800.0,1500.0,3.0,,,22891,https://images.ygoprodeck.com/images/cards/11390349.jpg
7323,Fusion Monster,3200.0,2100.0,10.0,,,32243,https://images.ygoprodeck.com/images/cards/90555947.jpg
7324,Effect Monster,1600.0,400.0,4.0,,,6885,https://images.ygoprodeck.com/images/cards/80555116.jpg
7325,Effect Monster,1800.0,100.0,4.0,,,14293,https://images.ygoprodeck.com/images/cards/84905691.jpg
7326,Effect Monster,1900.0,2000.0,5.0,,,11135,https://images.ygoprodeck.com/images/cards/47795344.jpg
7327,Effect Monster,100.0,100.0,1.0,,,16689,https://images.ygoprodeck.com/images/cards/19605133.jpg
7328,Synchro Monster,2350.0,1600.0,7.0,,,40575,https://images.ygoprodeck.com/images/cards/43932460.jpg
7329,Synchro Monster,3000.0,1800.0,9.0,,,24298,https://images.ygoprodeck.com/images/cards/16527176.jpg
7330,Effect Monster,1700.0,1500.0,4.0,,,14415,https://images.ygoprodeck.com/images/cards/51254980.jpg
7331,Effect Monster,1200.0,700.0,3.0,,,36283,https://images.ygoprodeck.com/images/cards/24694698.jpg
7332,Effect Monster,0.0,0.0,1.0,,,15737,https://images.ygoprodeck.com/images/cards/93454062.jpg
7333,Effect Monster,200.0,300.0,1.0,,,20117,https://images.ygoprodeck.com/images/cards/17285476.jpg
7334,Effect Monster,100.0,100.0,2.0,,,13677,https://images.ygoprodeck.com/images/cards/7304544.jpg
7335,Effect Monster,1400.0,800.0,4.0,,,18322,https://images.ygoprodeck.com/images/cards/96653775.jpg
7336,Effect Monster,1200.0,2000.0,3.0,,,10591,https://images.ygoprodeck.com/images/cards/87649699.jpg
7337,Effect Monster,1200.0,1200.0,3.0,,,9337,https://images.ygoprodeck.com/images/cards/54161401.jpg
7338,Tuner Monster,400.0,1700.0,3.0,,,40328,https://images.ygoprodeck.com/images/cards/61049315.jpg
7340,Effect Monster,2100.0,400.0,4.0,,,8762,https://images.ygoprodeck.com/images/cards/25654671.jpg
7341,Effect Monster,2200.0,1500.0,6.0,,,15049,https://images.ygoprodeck.com/images/cards/23051413.jpg
7342,Tuner Monster,200.0,500.0,3.0,,,20647,https://images.ygoprodeck.com/images/cards/25866285.jpg
7343,Effect Monster,1600.0,1200.0,4.0,,,13308,https://images.ygoprodeck.com/images/cards/55099248.jpg
7344,Effect Monster,500.0,0.0,2.0,,,26695,https://images.ygoprodeck.com/images/cards/7478431.jpg
7345,Tuner Monster,600.0,1500.0,2.0,,,10096,https://images.ygoprodeck.com/images/cards/70261145.jpg
7346,Tuner Monster,200.0,300.0,1.0,,,14667,https://images.ygoprodeck.com/images/cards/16940215.jpg
7347,Effect Monster,1800.0,1400.0,4.0,,,15223,https://images.ygoprodeck.com/images/cards/24644634.jpg
7348,Effect Monster,0.0,2000.0,4.0,,,95379,https://images.ygoprodeck.com/images/cards/62405028.jpg
7349,Synchro Monster,2700.0,1800.0,9.0,,,11029,https://images.ygoprodeck.com/images/cards/80040886.jpg
7350,Pendulum Effect Monster,1800.0,1800.0,6.0,1.0,,13342,https://images.ygoprodeck.com/images/cards/41525660.jpg
7351,Effect Monster,2000.0,0.0,8.0,,,289606,https://images.ygoprodeck.com/images/cards/51786039.jpg
7352,Normal Monster,1750.0,1900.0,6.0,,,5966,https://images.ygoprodeck.com/images/cards/70084224.jpg
7354,Effect Monster,0.0,800.0,2.0,,,10094,https://images.ygoprodeck.com/images/cards/77700347.jpg
7355,Effect Monster,0.0,0.0,1.0,,,13490,https://images.ygoprodeck.com/images/cards/99000151.jpg
7357,Effect Monster,600.0,1300.0,3.0,,,112264,https://images.ygoprodeck.com/images/cards/4906301.jpg
7358,Effect Monster,600.0,0.0,2.0,,,13551,https://images.ygoprodeck.com/images/cards/44236692.jpg
7359,Tuner Monster,200.0,400.0,2.0,,,21936,https://images.ygoprodeck.com/images/cards/48421595.jpg
7360,Effect Monster,1200.0,1800.0,4.0,,,409150,https://images.ygoprodeck.com/images/cards/28297833.jpg
7362,Normal Monster,800.0,900.0,3.0,,,6540,https://images.ygoprodeck.com/images/cards/61454890.jpg
7367,Effect Monster,1800.0,200.0,4.0,,,549796,https://images.ygoprodeck.com/images/cards/66570171.jpg
7368,Flip Effect Monster,750.0,700.0,2.0,,,9351,https://images.ygoprodeck.com/images/cards/94230224.jpg
7369,Effect Monster,1700.0,1700.0,5.0,,,12192,https://images.ygoprodeck.com/images/cards/98162242.jpg
7371,Effect Monster,100.0,100.0,1.0,,,7147,https://images.ygoprodeck.com/images/cards/17841097.jpg
7372,Effect Monster,1500.0,100.0,3.0,,,20905,https://images.ygoprodeck.com/images/cards/56223084.jpg
7375,Flip Effect Monster,750.0,600.0,2.0,,,100250,https://images.ygoprodeck.com/images/cards/81843628.jpg
7377,Effect Monster,1500.0,200.0,4.0,,,139024,https://images.ygoprodeck.com/images/cards/60666820.jpg
7380,Flip Effect Monster,1800.0,1000.0,4.0,,,74748,https://images.ygoprodeck.com/images/cards/66675911.jpg
7381,Effect Monster,1000.0,1000.0,3.0,,,36596,https://images.ygoprodeck.com/images/cards/18189187.jpg
7382,Effect Monster,1000.0,1000.0,3.0,,,37382,https://images.ygoprodeck.com/images/cards/90176467.jpg
7383,Effect Monster,0.0,0.0,1.0,,,53943,https://images.ygoprodeck.com/images/cards/11021521.jpg
7384,Normal Monster,1100.0,900.0,3.0,,,6264,https://images.ygoprodeck.com/images/cards/1761063.jpg
7385,Normal Monster,1900.0,2000.0,6.0,,,6592,https://images.ygoprodeck.com/images/cards/43352213.jpg
7389,Ritual Effect Monster,3300.0,3200.0,10.0,,,55792,https://images.ygoprodeck.com/images/cards/39468724.jpg
7390,Ritual Effect Monster,2300.0,1400.0,6.0,,,215535,https://images.ygoprodeck.com/images/cards/26674724.jpg
7391,Ritual Effect Monster,2200.0,1200.0,5.0,,,33626,https://images.ygoprodeck.com/images/cards/52846880.jpg
7392,Ritual Effect Monster,1200.0,2300.0,3.0,,,164813,https://images.ygoprodeck.com/images/cards/99185129.jpg
7393,Ritual Effect Monster,3300.0,2300.0,10.0,,,52651,https://images.ygoprodeck.com/images/cards/88240999.jpg
7394,Ritual Effect Monster,2500.0,1700.0,7.0,,,54855,https://images.ygoprodeck.com/images/cards/74122412.jpg
7395,Ritual Effect Monster,3600.0,3400.0,11.0,,,24452,https://images.ygoprodeck.com/images/cards/21105106.jpg
7396,Ritual Effect Monster,2700.0,2000.0,9.0,,,188545,https://images.ygoprodeck.com/images/cards/52068432.jpg
7397,Ritual Effect Monster,2300.0,1000.0,4.0,,,196318,https://images.ygoprodeck.com/images/cards/89463537.jpg
7398,Ritual Effect Monster,2900.0,1700.0,8.0,,,142163,https://images.ygoprodeck.com/images/cards/25857246.jpg
7400,Effect Monster,1900.0,600.0,4.0,,,61293,https://images.ygoprodeck.com/images/cards/72090076.jpg
7401,Effect Monster,1100.0,200.0,2.0,,,61974,https://images.ygoprodeck.com/images/cards/19211362.jpg
7402,Effect Monster,700.0,0.0,1.0,,,101434,https://images.ygoprodeck.com/images/cards/44440058.jpg
7403,Effect Monster,1500.0,400.0,3.0,,,24486,https://images.ygoprodeck.com/images/cards/46606977.jpg
7404,Effect Monster,2000.0,2500.0,10.0,,,0,https://images.ygoprodeck.com/images/cards/43944080.jpg
7405,Effect Monster,2500.0,2000.0,10.0,,,0,https://images.ygoprodeck.com/images/cards/17550376.jpg
7406,Normal Monster,800.0,700.0,3.0,,,77892,https://images.ygoprodeck.com/images/cards/90963488.jpg
7407,Normal Monster,1200.0,3000.0,6.0,,,33669,https://images.ygoprodeck.com/images/cards/49563947.jpg
7408,Fusion Monster,4500.0,3800.0,12.0,,,518586,https://images.ygoprodeck.com/images/cards/56532353.jpg
7409,Normal Monster,1800.0,1700.0,4.0,,,45850,https://images.ygoprodeck.com/images/cards/16587243.jpg
7410,Effect Monster,1200.0,1800.0,3.0,,,7962,https://images.ygoprodeck.com/images/cards/65156847.jpg
7411,Tuner Monster,800.0,200.0,3.0,,,11034,https://images.ygoprodeck.com/images/cards/2377034.jpg
7412,Effect Monster,1600.0,200.0,4.0,,,41411,https://images.ygoprodeck.com/images/cards/816427.jpg
7413,Tuner Monster,500.0,200.0,2.0,,,9330,https://images.ygoprodeck.com/images/cards/66378485.jpg
7414,Effect Monster,1500.0,200.0,4.0,,,7521,https://images.ygoprodeck.com/images/cards/91554542.jpg
7415,Effect Monster,1700.0,200.0,3.0,,,6825,https://images.ygoprodeck.com/images/cards/39761138.jpg
7416,XYZ Monster,4500.0,3000.0,9.0,,,169817,https://images.ygoprodeck.com/images/cards/12632096.jpg
7417,XYZ Monster,4500.0,3000.0,8.0,,,221673,https://images.ygoprodeck.com/images/cards/39272762.jpg
7418,Effect Monster,2400.0,2200.0,6.0,,,89800,https://images.ygoprodeck.com/images/cards/45885288.jpg
7420,Effect Monster,800.0,1800.0,4.0,,,429371,https://images.ygoprodeck.com/images/cards/85840608.jpg
7421,Effect Monster,1800.0,800.0,4.0,,,38716,https://images.ygoprodeck.com/images/cards/19594506.jpg
7422,Link Monster,2500.0,,,,3.0,58245,https://images.ygoprodeck.com/images/cards/95493471.jpg
7423,Normal Monster,1700.0,1000.0,4.0,,,43992,https://images.ygoprodeck.com/images/cards/50930991.jpg
7424,Effect Monster,2300.0,2000.0,7.0,,,38021,https://images.ygoprodeck.com/images/cards/12510878.jpg
7425,Effect Monster,800.0,600.0,3.0,,,125723,https://images.ygoprodeck.com/images/cards/54959865.jpg
7426,Effect Monster,600.0,800.0,3.0,,,283075,https://images.ygoprodeck.com/images/cards/17955766.jpg
7427,Effect Monster,1000.0,500.0,3.0,,,135262,https://images.ygoprodeck.com/images/cards/43237273.jpg
7428,Effect Monster,500.0,500.0,3.0,,,110208,https://images.ygoprodeck.com/images/cards/89621922.jpg
7429,Effect Monster,300.0,900.0,3.0,,,77770,https://images.ygoprodeck.com/images/cards/17732278.jpg
7430,Effect Monster,900.0,300.0,3.0,,,195270,https://images.ygoprodeck.com/images/cards/80344569.jpg
7431,Fusion Monster,900.0,1100.0,4.0,,,40151,https://images.ygoprodeck.com/images/cards/78734254.jpg
7432,Fusion Monster,500.0,1100.0,4.0,,,29059,https://images.ygoprodeck.com/images/cards/13857930.jpg
7435,Effect Monster,3000.0,3000.0,10.0,,,55752,https://images.ygoprodeck.com/images/cards/5126490.jpg
7437,Link Monster,2400.0,,,,3.0,112816,https://images.ygoprodeck.com/images/cards/87054946.jpg
7438,Link Monster,1200.0,,,,2.0,37961,https://images.ygoprodeck.com/images/cards/50669347.jpg
7439,Effect Monster,800.0,0.0,1.0,,,210427,https://images.ygoprodeck.com/images/cards/21565445.jpg
7440,Tuner Monster,1200.0,400.0,2.0,,,21019,https://images.ygoprodeck.com/images/cards/19505896.jpg
7443,Effect Monster,1200.0,800.0,4.0,,,113839,https://images.ygoprodeck.com/images/cards/4335645.jpg
7445,Effect Monster,0.0,0.0,3.0,,,1951,https://images.ygoprodeck.com/images/cards/54862960.jpg
7446,Effect Monster,3000.0,600.0,11.0,,,2975174,https://images.ygoprodeck.com/images/cards/27204311.jpg
7447,Effect Monster,2100.0,2600.0,9.0,,,91362,https://images.ygoprodeck.com/images/cards/49275969.jpg
7448,Flip Effect Monster,200.0,500.0,3.0,,,112426,https://images.ygoprodeck.com/images/cards/16226786.jpg
7450,Effect Monster,1700.0,0.0,4.0,,,15094,https://images.ygoprodeck.com/images/cards/88724332.jpg
7451,Effect Monster,3000.0,3000.0,10.0,,,180825,https://images.ygoprodeck.com/images/cards/51126152.jpg
7453,Normal Monster,1150.0,1300.0,4.0,,,3493,https://images.ygoprodeck.com/images/cards/78402798.jpg
7454,XYZ Monster,2600.0,2000.0,4.0,,,18721,https://images.ygoprodeck.com/images/cards/2191144.jpg
7455,Effect Monster,500.0,600.0,4.0,,,15485,https://images.ygoprodeck.com/images/cards/20295753.jpg
7456,Effect Monster,1300.0,1200.0,3.0,,,15407,https://images.ygoprodeck.com/images/cards/49826746.jpg
7457,Synchro Monster,2300.0,1400.0,6.0,,,6224,https://images.ygoprodeck.com/images/cards/3779493.jpg
7458,Tuner Monster,1300.0,400.0,2.0,,,31015,https://images.ygoprodeck.com/images/cards/36107810.jpg
7461,Effect Monster,500.0,400.0,2.0,,,50225,https://images.ygoprodeck.com/images/cards/59290628.jpg
7462,Effect Monster,900.0,1800.0,4.0,,,75778,https://images.ygoprodeck.com/images/cards/81306586.jpg
7463,Normal Monster,900.0,800.0,3.0,,,8296,https://images.ygoprodeck.com/images/cards/88643173.jpg
7467,Effect Monster,1500.0,1500.0,4.0,,,4613,https://images.ygoprodeck.com/images/cards/66569334.jpg
7468,Spirit Monster,800.0,1800.0,4.0,,,27115,https://images.ygoprodeck.com/images/cards/24701235.jpg
7469,Effect Monster,600.0,100.0,2.0,,,84273,https://images.ygoprodeck.com/images/cards/88686573.jpg
7470,Effect Monster,400.0,200.0,2.0,,,163321,https://images.ygoprodeck.com/images/cards/68353324.jpg
7471,Effect Monster,800.0,100.0,2.0,,,34254,https://images.ygoprodeck.com/images/cards/46384403.jpg
7472,Effect Monster,1000.0,100.0,2.0,,,232530,https://images.ygoprodeck.com/images/cards/22567609.jpg
7473,Effect Monster,800.0,100.0,2.0,,,16356,https://images.ygoprodeck.com/images/cards/57844634.jpg
7474,Effect Monster,1000.0,100.0,2.0,,,25598,https://images.ygoprodeck.com/images/cards/2843014.jpg
7475,Normal Monster,1800.0,1000.0,4.0,,,27082,https://images.ygoprodeck.com/images/cards/11987744.jpg
7476,XYZ Monster,1800.0,2400.0,4.0,,,69547,https://images.ygoprodeck.com/images/cards/8660395.jpg
7478,XYZ Monster,900.0,3300.0,9.0,,,47646,https://images.ygoprodeck.com/images/cards/28981598.jpg
7479,Effect Monster,2200.0,2000.0,6.0,,,60216,https://images.ygoprodeck.com/images/cards/27198001.jpg
7480,Link Monster,2500.0,,,,3.0,361099,https://images.ygoprodeck.com/images/cards/30194529.jpg
7481,Effect Monster,1800.0,1000.0,4.0,,,88145,https://images.ygoprodeck.com/images/cards/95027497.jpg
7482,Link Monster,2000.0,,,,2.0,45895,https://images.ygoprodeck.com/images/cards/37354507.jpg
7483,Effect Monster,1800.0,1000.0,4.0,,,70120,https://images.ygoprodeck.com/images/cards/4041838.jpg
7495,Synchro Pendulum Effect Monster,3300.0,2500.0,10.0,8.0,,68220,https://images.ygoprodeck.com/images/cards/80896940.jpg
7496,Tuner Monster,300.0,100.0,2.0,,,75167,https://images.ygoprodeck.com/images/cards/96182448.jpg
7498,Synchro Monster,2800.0,1800.0,7.0,,,98847,https://images.ygoprodeck.com/images/cards/18013090.jpg
7500,Normal Monster,900.0,800.0,3.0,,,41029,https://images.ygoprodeck.com/images/cards/7805359.jpg
7509,Normal Monster,1800.0,1800.0,4.0,,,33947,https://images.ygoprodeck.com/images/cards/92125819.jpg
7510,Effect Monster,1600.0,1500.0,4.0,,,28689,https://images.ygoprodeck.com/images/cards/30575681.jpg
7511,Effect Monster,1700.0,900.0,4.0,,,60783,https://images.ygoprodeck.com/images/cards/47120245.jpg
7512,Effect Monster,1200.0,2400.0,4.0,,,82638,https://images.ygoprodeck.com/images/cards/57690191.jpg
7513,Effect Monster,1000.0,2000.0,4.0,,,90196,https://images.ygoprodeck.com/images/cards/42472002.jpg
7514,Effect Monster,1800.0,800.0,4.0,,,43773,https://images.ygoprodeck.com/images/cards/53550467.jpg
7515,Effect Monster,1600.0,2000.0,5.0,,,35583,https://images.ygoprodeck.com/images/cards/93085839.jpg
7516,Effect Monster,1900.0,500.0,4.0,,,76722,https://images.ygoprodeck.com/images/cards/19680539.jpg
7517,Effect Monster,1500.0,1800.0,4.0,,,20746,https://images.ygoprodeck.com/images/cards/13391185.jpg
7518,Effect Monster,1700.0,1600.0,4.0,,,59602,https://images.ygoprodeck.com/images/cards/88923963.jpg
7519,Effect Monster,1900.0,1300.0,4.0,,,24822,https://images.ygoprodeck.com/images/cards/18426196.jpg
7520,Effect Monster,1700.0,1000.0,4.0,,,107997,https://images.ygoprodeck.com/images/cards/59057152.jpg
7521,Effect Monster,1900.0,500.0,4.0,,,41886,https://images.ygoprodeck.com/images/cards/5361816.jpg
7522,Effect Monster,1900.0,300.0,4.0,,,20553,https://images.ygoprodeck.com/images/cards/73359475.jpg
7523,Effect Monster,800.0,1300.0,4.0,,,21389,https://images.ygoprodeck.com/images/cards/34242278.jpg
7524,Effect Monster,800.0,400.0,2.0,,,13825,https://images.ygoprodeck.com/images/cards/7721912.jpg
7526,Pendulum Tuner Effect Monster,700.0,1400.0,3.0,5.0,,149343,https://images.ygoprodeck.com/images/cards/88935103.jpg
7529,Flip Effect Monster,900.0,1200.0,5.0,,,45157,https://images.ygoprodeck.com/images/cards/65878864.jpg
7530,Effect Monster,0.0,2800.0,7.0,,,498518,https://images.ygoprodeck.com/images/cards/70333910.jpg
7531,Effect Monster,2100.0,1800.0,5.0,,,122001,https://images.ygoprodeck.com/images/cards/6609736.jpg
7532,Effect Monster,2300.0,2600.0,8.0,,,194817,https://images.ygoprodeck.com/images/cards/55920742.jpg
7533,Effect Monster,2500.0,2000.0,8.0,,,116151,https://images.ygoprodeck.com/images/cards/81914447.jpg
7534,Tuner Monster,600.0,600.0,3.0,,,197738,https://images.ygoprodeck.com/images/cards/19535693.jpg
7535,Effect Monster,700.0,300.0,2.0,,,16886,https://images.ygoprodeck.com/images/cards/45620686.jpg
