,name,type,desc,race,archetype,image_url,views
6311,Lunalight Serenade Dance,Trap Card,"When a Fusion Monster(s) is Fusion Summoned to your field (except during the Damage Step): You can target 1 of those monsters; apply these effects in sequence.
● Special Summon 1 ""Lunalight Token"" (Beast-Warrior/DARK/Level 4/ATK 2000/DEF 2000) to your opponent's field.
● That target gains 500 ATK for each monster your opponent controls (even if this card leaves the field).
During your Main Phase: You can banish this card from your GY; send 1 card from your hand to the GY, and if you do, Special Summon 1 ""Lunalight"" monster from your Deck. You can only use this effect of ""Lunalight Serenade Dance"" once per turn.",Continuous,Lunalight,https://images.ygoprodeck.com/images/cards/13935001.jpg,98840
6334,Lyrilusc - Phantom Feathers,Trap Card,"Target 1 ""Lyrilusc"" monster you control; the ATK of all monsters your opponent currently controls become that monster's current ATK, also their Levels/Ranks become 1. When an opponent's monster declares an attack on your ""Lyrilusc"" monster: You can banish this card from your GY; your monster's ATK becomes that opponent's monster's ATK, until the end of this turn. You can only use each effect of ""Lyrilusc - Phantom Feathers"" once per turn.",Normal,Lyrilusc,https://images.ygoprodeck.com/images/cards/8243121.jpg,10476
6356,Machina Overdrive,Trap Card,"Target 1 Machine monster you control; Special Summon 1 ""Machina"" monster with a different name from your hand or Deck, and if you do, destroy that targeted monster. You can banish this card from your GY, then target 3 of your Machine monsters that are banished and/or in your GY; shuffle them into your Deck, then draw 1 card. You can only use 1 ""Machina Overdrive"" effect per turn, and only once that turn.",Normal,Machina,https://images.ygoprodeck.com/images/cards/59741415.jpg,135416
6373,Machine King - 3000 B.C.,Trap Card,"Special Summon this card as an Effect Monster (Machine-Type/EARTH/Level 4/ATK 1000/DEF 1000). (This card is also still a Trap Card.) You cannot Normal or Special Summon other monsters the turn you activate this card. Once per turn, during your Main Phase: You can Tribute 1 Machine-Type monster; this card gains ATK equal to the ATK the Tributed monster had on the field, until the end of this turn.",Continuous,,https://images.ygoprodeck.com/images/cards/70406920.jpg,18478
6376,Macro Cosmos,Trap Card,"When this card resolves: You can Special Summon 1 ""Helios - The Primordial Sun"" from your hand or Deck. While this card is face-up on the field, any card sent to the Graveyard is banished instead.",Continuous,,https://images.ygoprodeck.com/images/cards/30241314.jpg,342969
6394,Madolche Lesson,Trap Card,"Target 1 ""Madolche"" monster in your Graveyard; shuffle that target into the Deck, and if you do, all ""Madolche"" monsters you currently control gain 800 ATK and DEF, then you can shuffle 1 other monster from your Graveyard into the Deck.",Normal,Madolche,https://images.ygoprodeck.com/images/cards/12940613.jpg,28607
6399,Madolche Nights,Trap Card,"When a monster effect is activated, if you have no monsters in your Graveyard: Negate the activation, then if you control ""Madolche Puddingcess"", shuffle 1 random card from your opponent's hand into the Deck.",Counter,Madolche,https://images.ygoprodeck.com/images/cards/79759367.jpg,40315
6401,Madolche Promenade,Trap Card,"Target 1 face-up card your opponent controls and 1 ""Madolche"" monster you control or in your GY; negate the effects of that opponent's card until the end of this turn, and if you do, return your monster to the hand. You can banish this card from your GY, then target 1 ""Madolche"" Xyz Monster you control; attach 1 ""Madolche"" monster from your hand, Deck, or GY, to it as material. You can only use 1 ""Madolche Promenade"" effect per turn, and only once that turn.",Normal,Madolche,https://images.ygoprodeck.com/images/cards/68159562.jpg,97878
6406,Madolche Tea Break,Trap Card,"When a Spell/Trap Card is activated, if you have no monsters in your Graveyard: Negate the activation, and if you do, return it to the hand, then, if you control a face-up ""Madolche Puddingcess"", you can destroy 1 card your opponent controls.",Counter,Madolche,https://images.ygoprodeck.com/images/cards/75833426.jpg,22738
6409,Madolche Waltz,Trap Card,"Each time a ""Madolche"" monster you control attacks or is attacked, after damage calculation: Inflict 300 damage to your opponent.",Continuous,Madolche,https://images.ygoprodeck.com/images/cards/48439321.jpg,18253
6410,Madolchepalooza,Trap Card,"Special Summon any number of ""Madolche"" monsters from your hand, but shuffle them into the Deck during the End Phase.",Normal,Madolche,https://images.ygoprodeck.com/images/cards/23681456.jpg,27844
6415,Magic Cylinder,Trap Card,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, inflict damage to your opponent equal to its ATK.",Normal,,https://images.ygoprodeck.com/images/cards/62279055.jpg,527989
6416,Magic Deflector,Trap Card,"For the rest of this turn, negate all Equip, Field, Continuous and Quick-Play Spell Card effects on the field.",Normal,,https://images.ygoprodeck.com/images/cards/96474800.jpg,27445
6417,Magic Drain,Trap Card,"When your opponent activates a Spell Card: They can discard 1 Spell Card to negate this card's effect, otherwise negate the activation of their Spell Card, and if you do, destroy it.",Counter,,https://images.ygoprodeck.com/images/cards/59344077.jpg,150316
6422,Magic Jammer,Trap Card,"When a Spell Card is activated: Discard 1 card; negate the activation, and if you do, destroy it.",Counter,,https://images.ygoprodeck.com/images/cards/77414722.jpg,149269
6428,Magical Arm Shield,Trap Card,"When your opponent declares an attack while you control a monster: Target 1 face-up monster your opponent controls, except the attacking monster; take control of that target until the end of the Battle Phase, and if you do, it is attacked instead, and you proceed to damage calculation.",Normal,,https://images.ygoprodeck.com/images/cards/96008713.jpg,31019
6434,Magical Cylinders,Trap Card,"Set 1 ""Magic Cylinder"" directly from your Deck or GY. If Set from the Deck, it can be activated this turn. When you activate ""Magic Cylinder"": You can banish this card from your GY; double that damage inflicted to your opponent. You can only use this effect of ""Magical Cylinders"" once per turn.",Normal,,https://images.ygoprodeck.com/images/cards/15943341.jpg,18778
6437,Magical Explosion,Trap Card,Activate only while you have no cards in your hand. Inflict 200 damage to your opponent for each Spell Card in your Graveyard.,Normal,,https://images.ygoprodeck.com/images/cards/32723153.jpg,44948
6439,Magical Hats,Trap Card,"During your opponent's Battle Phase: Choose 2 Spell/Trap Cards from your Deck and 1 monster in your Main Monster Zone. Special Summon them as Normal Monsters (ATK 0/DEF 0) in face-down Defense Position, Set the chosen monster if it is face-up, and shuffle them on the field. The 2 cards chosen from your Deck are destroyed at the end of the Battle Phase, and cannot remain on the field except during this Battle Phase.",Normal,,https://images.ygoprodeck.com/images/cards/81210420.jpg,131947
6448,Magical Musket - Crooked Crown,Trap Card,"You can only control 1 ""Magical Musket - Crooked Crown"". During the Main Phase: You can Special Summon 1 ""Magical Musket"" monster from your hand, and if you do, if your opponent's Main Monster Zone in that monster's current column is unused, that zone cannot be used until the end of this turn (even if this card leaves the field). You can only use this effect of ""Magical Musket - Crooked Crown"" once per turn.",Continuous,Magical Musket,https://images.ygoprodeck.com/images/cards/47810543.jpg,42032
6450,Magical Musket - Dancing Needle,Trap Card,"If you control a ""Magical Musket"" monster: Target up to 3 cards in the GYs; banish them. You can only activate 1 ""Magical Musket - Dancing Needle"" per turn.",Normal,Magical Musket,https://images.ygoprodeck.com/images/cards/66149377.jpg,54324
6451,Magical Musket - Desperado,Trap Card,"If you control a ""Magical Musket"" monster: Target 1 face-up card on the field; destroy it. You can only activate 1 ""Magical Musket - Desperado"" per turn.",Normal,Magical Musket,https://images.ygoprodeck.com/images/cards/20745268.jpg,84803
6452,Magical Musket - Fiendish Deal,Trap Card,"""Magical Musket"" monsters you control cannot be destroyed by card effects. If this card in your possession is sent to your GY by an opponent's card effect: You can add 1 ""Magical Musket"" card from your Deck or GY to your hand, except ""Magical Musket - Fiendish Deal"". You can only activate 1 ""Magical Musket - Fiendish Deal"" per turn.",Continuous,Magical Musket,https://images.ygoprodeck.com/images/cards/92534075.jpg,33875
6453,Magical Musket - Last Stand,Trap Card,"When your opponent activates a Spell/Trap Card while you control a ""Magical Musket"" monster: Negate the activation, and if you do, destroy that card. You can only activate 1 ""Magical Musket - Last Stand"" per turn.",Counter,Magical Musket,https://images.ygoprodeck.com/images/cards/29628180.jpg,82397
6470,Magical Thorn,Trap Card,"When your opponent's card(s) in their hand are discarded to the Graveyard, inflict 500 points of damage to their Life Points for each card that was discarded.",Continuous,,https://images.ygoprodeck.com/images/cards/53119267.jpg,15330
6471,Magical Trick Mirror,Trap Card,"When an opponent's monster declares an attack: Target 1 Spell in your opponent's GY; Set it to your field. You can banish this card from your GY and send 1 ""Monster Reborn"" from your hand or Set on your field to the GY; Special Summon 1 ""Obelisk the Tormentor"" from your GY in Defense Position, and if you activated this effect during your opponent's turn, for the rest of this turn while you control the Special Summoned monster, all monsters your opponent controls must attack that monster, if able.",Normal,,https://images.ygoprodeck.com/images/cards/85758066.jpg,1693
6477,Magician Navigation,Trap Card,"Special Summon 1 ""Dark Magician"" from your hand, then Special Summon 1 Level 7 or lower DARK Spellcaster monster from your Deck. If you control ""Dark Magician"", except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 face-up Spell/Trap your opponent controls; negate its effects until the end of this turn.",Normal,Dark Magician,https://images.ygoprodeck.com/images/cards/7922915.jpg,775558
6485,Magician's Circle,Trap Card,When a Spellcaster monster declares an attack: Each player Special Summons 1 Spellcaster monster with 2000 or less ATK from their Deck in Attack Position.,Normal,,https://images.ygoprodeck.com/images/cards/50755.jpg,141749
6494,Magicians' Combination,Trap Card,"Once per turn, when a card or effect is activated (except during the Damage Step): You can Tribute 1 ""Dark Magician"" or 1 ""Dark Magician Girl""; Special Summon 1 ""Dark Magician"" or 1 ""Dark Magician Girl"" from your hand or GY, with a different name from the Tributed monster, and if you do, negate that activated effect. If this face-up card is sent from the Spell & Trap Zone to the GY: You can destroy 1 card on the field.",Continuous,Dark Magician,https://images.ygoprodeck.com/images/cards/86509711.jpg,197377
